Time,P0, R0, Y0,P1, R1, Y1,P2, R2, Y2,P3, R3, Y3,P4, R4, Y4,P5, R5, Y5,P6, R6, Y6,P7, R7, Y7,
16-42-16.842,0.00,0.00,0.00,-1.57,88.29,-7.20,-0.79,3.61,-2.00,3.22,-93.70,5.40,2.46,-9.80,-4.90,-20.50,79.73,2.60,-4.41,-76.34,-3.10,83.70,-142.17,16.10,
16-42-16.854,0.00,0.00,0.00,-2.08,87.52,-6.50,-0.97,3.63,-2.10,2.95,-94.85,5.70,2.28,-10.06,-4.80,-19.98,80.81,2.40,-3.85,-75.40,-2.80,83.84,-143.23,15.10,
16-42-16.863,0.00,0.00,0.00,-2.68,86.57,-5.40,-1.12,3.60,-2.20,2.61,-95.91,6.00,2.20,-10.29,-4.90,-19.65,81.78,2.10,-3.35,-74.38,-2.60,84.01,-144.12,14.40,
16-42-16.874,0.00,0.00,0.00,-3.32,85.39,-4.00,-1.10,3.51,-2.30,2.35,-96.64,6.10,2.20,-10.23,-4.80,-19.75,82.70,1.50,-2.80,-73.30,-2.50,84.21,-144.94,13.60,
16-42-16.884,0.00,0.00,0.00,-3.94,83.92,-2.30,-0.74,3.22,-2.40,2.20,-96.80,5.70,2.25,-10.23,-4.90,-20.04,83.57,0.90,-2.14,-72.14,-2.80,84.34,-146.22,12.40,
16-42-16.893,0.00,0.00,0.00,-4.50,82.06,-0.70,0.15,2.74,-2.70,2.20,-96.79,4.90,2.41,-10.28,-5.00,-20.40,84.34,0.50,-1.35,-70.97,-3.30,84.42,-148.13,10.50,
16-42-16.901,0.00,0.00,0.00,-5.01,79.85,0.50,1.00,2.25,-3.00,2.45,-96.77,4.10,2.69,-10.31,-5.30,-20.80,85.11,0.00,-0.49,-69.88,-3.80,84.52,-150.36,8.20,
16-42-16.911,0.00,0.00,0.00,-5.45,77.40,1.50,1.40,1.98,-3.10,2.78,-96.83,3.10,2.97,-10.32,-5.40,-21.23,85.88,-0.60,0.37,-68.90,-4.20,84.69,-152.42,6.00,
16-42-16.922,0.00,0.00,0.00,-5.82,75.11,2.10,1.12,3.40,-2.80,3.03,-97.06,1.90,3.12,-10.31,-5.50,-21.63,86.70,-1.20,1.25,-67.94,-4.50,84.91,-154.19,3.90,
16-42-16.931,0.00,0.00,0.00,-6.27,73.06,2.30,-0.51,9.05,-2.50,3.25,-97.34,1.50,3.21,-10.31,-5.60,-21.88,87.49,-1.60,2.21,-66.91,-4.40,85.19,-155.36,2.30,
16-42-16.945,0.00,0.00,0.00,-6.90,71.38,2.10,-2.07,17.73,-1.50,3.47,-97.74,2.00,3.26,-10.33,-5.60,-21.95,88.23,-1.80,3.12,-65.74,-4.00,85.47,-156.25,1.00,
16-42-16.954,0.00,0.00,0.00,-7.75,69.96,1.60,-3.46,26.34,0.50,3.69,-98.30,3.00,3.29,-10.35,-5.50,-21.97,88.92,-1.80,3.77,-64.45,-3.40,85.72,-157.29,-0.30,
16-42-16.963,0.00,0.00,0.00,-8.75,68.61,0.90,-3.46,28.38,1.90,3.85,-98.92,4.00,3.26,-10.28,-5.50,-22.01,89.59,-1.80,4.13,-63.17,-2.60,85.91,-158.68,-1.80,
16-42-16.974,0.00,0.00,0.00,-9.78,67.21,0.50,-3.01,28.59,3.10,3.85,-98.92,4.00,3.27,-10.31,-5.50,-22.10,90.20,-2.10,4.37,-61.72,-1.90,86.04,-160.47,-3.80,
16-42-16.984,0.00,0.00,0.00,-10.66,65.57,0.90,-2.64,28.64,3.80,3.86,-99.93,4.40,3.31,-10.33,-5.50,-22.23,90.78,-2.40,4.60,-60.26,-1.30,86.12,-162.59,-5.90,
16-42-16.991,0.00,0.00,0.00,-11.23,63.66,2.00,-2.32,28.55,3.70,3.78,-100.26,4.10,3.37,-10.37,-5.50,-22.38,91.33,-2.90,4.98,-58.94,-1.20,86.15,-164.87,-8.30,
16-42-17.003,0.00,0.00,0.00,-11.41,61.54,3.70,-2.01,28.72,2.80,3.69,-100.54,3.60,3.42,-10.37,-5.50,-22.52,91.84,-3.30,5.60,-57.66,-1.60,86.15,-166.78,-10.30,
16-42-17.011,0.00,0.00,0.00,-11.20,59.24,5.50,-1.44,29.07,1.70,3.59,-100.77,3.40,3.46,-10.41,-5.50,-22.62,92.28,-3.70,6.38,-56.36,-2.30,86.13,-168.37,-12.00,
16-42-17.022,0.00,0.00,0.00,-10.83,56.90,7.00,-0.48,29.60,0.50,3.53,-100.94,3.30,3.49,-10.43,-5.50,-22.67,92.65,-3.80,7.21,-55.07,-3.00,86.08,-169.65,-13.40,
16-42-17.034,0.00,0.00,0.00,-10.53,54.75,7.90,0.79,30.31,-0.40,3.58,-101.07,3.50,3.50,-10.43,-5.50,-22.69,92.92,-3.80,8.03,-53.82,-3.60,86.01,-170.66,-14.50,
16-42-17.043,0.00,0.00,0.00,-10.30,52.79,8.60,2.27,31.21,-1.20,3.73,-101.17,4.10,3.49,-10.30,-5.50,-22.70,93.07,-3.60,8.78,-52.62,-3.90,85.97,-171.70,-15.80,
16-42-17.054,0.00,0.00,0.00,-9.99,50.94,9.30,3.80,32.29,-1.80,3.92,-101.28,4.80,3.46,-10.30,-5.50,-22.72,93.16,-3.40,9.43,-51.49,-4.00,85.96,-172.84,-17.20,
16-42-17.064,0.00,0.00,0.00,-9.56,49.20,10.20,5.30,33.54,-2.10,4.09,-101.38,5.50,3.43,-10.30,-5.50,-22.73,93.18,-3.10,9.94,-50.43,-3.80,85.97,-174.04,-18.70,
16-42-17.073,0.00,0.00,0.00,-9.11,47.59,11.10,6.60,34.71,-2.30,4.20,-101.42,6.10,3.38,-10.30,-5.50,-22.72,93.18,-2.90,10.32,-49.45,-3.60,85.99,-175.19,-20.10,
16-42-17.083,0.00,0.00,0.00,-8.80,46.15,11.80,7.71,35.82,-2.20,4.21,-101.44,6.50,3.30,-9.96,-5.40,-22.70,93.15,-2.70,10.60,-48.52,-3.30,85.98,-176.25,-21.40,
16-42-17.093,0.00,0.00,0.00,-8.61,44.88,12.40,8.58,36.75,-1.90,4.13,-101.44,6.50,3.30,-9.96,-5.40,-22.68,93.12,-2.60,10.77,-47.66,-3.00,85.94,-177.15,-22.50,
16-42-17.102,0.00,0.00,0.00,-8.45,43.75,13.00,8.58,36.75,-1.90,3.99,-101.43,6.30,3.23,-9.98,-5.40,-22.66,93.08,-2.50,10.85,-46.87,-2.70,85.90,-177.84,-23.40,
16-42-17.113,0.00,0.00,0.00,-8.27,42.74,13.50,9.49,37.98,-0.90,3.84,-101.39,6.10,3.21,-9.99,-5.40,-22.64,93.05,-2.70,10.86,-46.16,-2.40,85.84,-178.48,-24.10,
16-42-17.122,0.00,0.00,0.00,-8.06,41.86,14.00,9.50,38.34,-0.40,3.68,-101.35,5.90,3.19,-9.75,-5.40,-22.64,93.02,-2.80,10.82,-45.55,-2.00,85.79,-178.79,-24.50,
16-42-17.131,0.00,0.00,0.00,-7.89,41.12,14.30,9.25,38.61,0.10,3.56,-101.30,5.90,3.21,-9.78,-5.40,-22.63,92.99,-3.00,10.73,-45.05,-1.70,85.74,-178.94,-24.80,
16-42-17.142,0.00,0.00,0.00,-7.79,40.55,14.60,8.77,38.85,0.70,3.46,-101.27,6.00,3.22,-9.81,-5.40,-22.62,92.94,-3.10,10.61,-44.64,-1.30,85.69,-178.87,-24.80,
16-42-17.154,0.00,0.00,0.00,-7.78,40.19,14.80,8.18,39.08,1.30,3.37,-101.24,6.10,3.24,-9.83,-5.40,-22.62,92.88,-3.10,10.44,-44.28,-0.90,85.64,-178.76,-24.70,
16-42-17.163,0.00,0.00,0.00,-7.81,40.03,15.00,7.55,39.31,1.90,3.29,-101.24,6.20,3.23,-9.59,-5.40,-22.63,92.80,-3.20,10.23,-43.99,-0.50,85.66,-178.37,-24.50,
16-42-17.171,0.00,0.00,0.00,-7.87,40.03,15.00,6.92,39.57,2.60,3.21,-101.23,6.20,3.26,-9.61,-5.40,-22.65,92.73,-3.20,9.98,-43.76,0.00,85.55,-178.19,-24.40,
16-42-17.182,0.00,0.00,0.00,-7.96,40.16,15.00,6.28,39.81,3.30,3.15,-101.23,6.10,3.28,-9.64,-5.40,-22.65,92.73,-3.20,9.73,-43.60,0.30,85.52,-177.93,-24.20,
16-42-17.193,0.00,0.00,0.00,-8.10,40.43,15.00,5.67,39.98,4.00,3.12,-101.21,5.90,3.31,-9.67,-5.40,-22.77,92.62,-3.50,9.49,-43.50,0.70,85.50,-177.77,-24.10,
16-42-17.203,0.00,0.00,0.00,-8.30,40.81,14.80,5.11,40.07,4.50,3.09,-101.17,5.80,3.31,-9.33,-5.40,-22.85,92.57,-3.70,9.27,-43.49,1.00,85.50,-177.45,-23.80,
16-42-17.211,0.00,0.00,0.00,-8.50,41.28,14.60,4.62,40.08,4.90,3.05,-101.15,5.60,3.32,-9.37,-5.40,-22.91,92.53,-3.80,9.07,-43.55,1.20,85.50,-176.89,-23.20,
16-42-17.221,0.00,0.00,0.00,-8.68,41.82,14.40,4.25,40.00,5.20,3.02,-101.13,5.40,3.35,-9.39,-5.40,-23.00,92.51,-4.00,8.87,-43.69,1.30,85.50,-176.28,-22.50,
16-42-17.231,0.00,0.00,0.00,-8.83,42.46,14.10,3.98,39.86,5.40,2.98,-101.13,5.30,3.36,-9.41,-5.40,-23.08,92.49,-4.30,8.68,-43.91,1.40,85.48,-175.78,-22.00,
16-42-17.241,0.00,0.00,0.00,-8.97,43.19,13.70,3.83,39.66,5.40,2.93,-101.13,5.10,3.35,-8.86,-5.40,-23.17,92.48,-4.50,8.50,-44.24,1.40,85.48,-175.08,-21.20,
16-42-17.254,0.00,0.00,0.00,-9.11,44.05,13.30,3.75,39.36,5.40,2.86,-101.12,4.80,3.35,-8.86,-5.40,-23.24,92.45,-4.70,8.35,-44.65,1.30,85.49,-174.37,-20.30,
16-42-17.263,0.00,0.00,0.00,-9.25,45.02,12.70,3.72,38.99,5.30,2.78,-101.11,4.60,3.35,-8.84,-5.40,-23.31,92.40,-4.80,8.21,-45.15,1.20,85.52,-173.61,-19.40,
16-42-17.272,0.00,0.00,0.00,-9.38,46.12,12.10,3.70,38.57,5.20,2.69,-101.08,4.40,3.33,-8.80,-5.40,-23.36,92.32,-4.80,8.06,-45.72,1.00,85.56,-173.15,-18.80,
16-42-17.282,0.00,0.00,0.00,-9.47,47.33,11.50,3.68,38.09,5.00,2.63,-101.02,4.20,3.30,-8.47,-5.30,-23.41,92.20,-4.70,7.89,-46.38,0.70,85.61,-172.22,-17.70,
16-42-17.294,0.00,0.00,0.00,-9.55,48.67,10.70,3.63,37.55,4.90,2.60,-100.95,4.10,3.24,-8.42,-5.30,-23.45,92.05,-4.50,7.69,-47.09,0.50,85.65,-171.20,-16.60,
16-42-17.304,0.00,0.00,0.00,-9.63,50.12,10.00,3.53,36.92,4.80,2.61,-100.88,4.20,3.15,-8.34,-5.30,-23.47,91.85,-4.20,7.45,-47.85,0.30,85.67,-170.20,-15.50,
16-42-17.312,0.00,0.00,0.00,-9.73,51.66,9.20,3.38,36.22,4.70,2.64,-100.79,4.30,3.02,-8.27,-5.20,-23.49,91.60,-3.80,7.16,-48.65,0.10,85.66,-169.60,-14.80,
16-42-17.324,0.00,0.00,0.00,-9.84,53.27,8.30,3.20,35.42,4.50,2.68,-100.70,4.40,2.88,-8.05,-5.10,-23.50,91.33,-3.40,6.83,-49.50,0.00,85.69,-168.67,-13.70,
16-42-17.333,0.00,0.00,0.00,-9.91,54.91,7.50,2.99,34.50,4.40,2.73,-100.61,4.60,2.73,-7.97,-5.10,-23.49,91.09,-2.90,6.47,-50.39,-0.20,85.71,-167.76,-12.60,
16-42-17.340,0.00,0.00,0.00,-9.93,56.56,6.70,2.76,33.43,4.20,2.77,-100.54,4.70,2.56,-7.90,-5.00,-23.46,90.84,-2.50,6.10,-51.33,-0.40,85.70,-166.86,-11.60,
16-42-17.353,0.00,0.00,0.00,-9.89,58.23,5.90,2.56,32.22,4.00,2.81,-100.47,4.80,2.40,-7.86,-4.90,-23.42,90.61,-2.10,5.70,-52.29,-0.60,85.66,-166.23,-10.80,
16-42-17.362,0.00,0.00,0.00,-9.80,59.96,5.00,2.39,30.95,3.90,2.84,-100.43,4.80,2.24,-7.77,-4.90,-23.36,90.37,-1.70,5.27,-53.31,-0.80,85.60,-165.21,-9.60,
16-42-17.373,0.00,0.00,0.00,-9.61,61.77,4.20,2.24,29.67,3.80,2.85,-100.40,4.90,2.09,-7.77,-4.80,-23.30,90.14,-1.30,4.81,-54.36,-1.00,85.52,-164.13,-8.30,
16-42-17.381,0.00,0.00,0.00,-9.29,63.57,3.40,2.10,28.37,3.80,2.83,-100.38,4.90,1.96,-7.77,-4.80,-23.24,89.90,-1.10,4.30,-55.45,-1.10,85.41,-162.99,-7.00,
16-42-17.393,0.00,0.00,0.00,-8.83,65.35,2.60,1.94,27.11,3.70,2.80,-100.34,4.90,1.85,-7.79,-4.80,-23.24,89.90,-1.10,3.76,-56.56,-1.20,85.25,-162.05,-6.00,
16-42-17.404,0.00,0.00,0.00,-8.29,67.07,1.90,1.76,25.89,3.60,2.79,-100.30,4.70,1.75,-7.71,-4.80,-23.15,89.44,-0.70,3.20,-57.70,-1.40,85.10,-161.00,-4.80,
16-42-17.413,0.00,0.00,0.00,-7.75,68.70,1.30,1.55,24.77,3.40,2.79,-100.24,4.50,1.67,-7.73,-4.80,-23.10,89.20,-0.50,2.64,-58.87,-1.60,84.95,-160.04,-3.70,
16-42-17.423,0.00,0.00,0.00,-7.22,70.27,0.90,1.31,23.77,3.10,2.80,-100.18,4.30,1.62,-7.75,-4.80,-23.05,88.92,-0.40,2.10,-60.07,-2.00,84.80,-159.23,-2.80,
16-42-17.433,0.00,0.00,0.00,-6.72,71.78,0.50,1.06,22.88,2.60,2.81,-100.10,4.00,1.58,-7.76,-4.80,-23.00,88.63,-0.20,1.59,-61.30,-2.40,84.65,-158.73,-2.20,
16-42-17.442,0.00,0.00,0.00,-6.23,73.28,0.00,0.82,22.11,2.00,2.84,-100.03,3.90,1.53,-7.70,-4.80,-22.94,88.34,0.00,1.08,-62.55,-3.00,84.50,-158.22,-1.60,
16-42-17.454,0.00,0.00,0.00,-5.75,74.78,-0.40,1.40,17.11,0.70,2.87,-99.98,3.80,1.49,-7.69,-4.80,-22.87,88.07,0.00,0.57,-63.82,-3.50,84.36,-157.83,-1.20,
16-42-17.464,0.00,0.00,0.00,-5.28,76.34,-1.00,2.47,4.62,-1.10,2.93,-99.96,3.80,1.46,-7.68,-4.80,-22.80,87.82,0.20,0.11,-64.88,-3.90,84.22,-157.56,-0.80,
16-42-17.473,0.00,0.00,0.00,-4.82,77.91,-1.70,2.48,2.34,-1.80,3.01,-99.95,3.90,1.44,-7.65,-4.80,-22.73,87.59,0.30,-0.27,-65.43,-4.20,84.10,-157.49,-0.60,
16-42-17.484,0.00,0.00,0.00,-4.35,79.48,-2.50,1.85,4.02,-1.60,3.12,-99.97,4.10,1.43,-7.56,-4.90,-22.65,87.37,0.50,-0.80,-66.17,-4.70,83.99,-157.31,-0.30,
16-42-17.494,0.00,0.00,0.00,-3.87,81.03,-3.50,2.21,2.62,-1.80,3.24,-99.97,4.20,1.43,-7.53,-4.90,-22.65,87.37,0.50,-1.41,-67.47,-5.60,83.91,-157.12,-0.10,
16-42-17.504,0.00,0.00,0.00,-3.38,82.50,-4.50,2.65,1.34,-2.20,3.35,-99.93,4.30,1.44,-7.49,-4.90,-22.51,86.94,0.60,-1.92,-68.71,-6.40,83.89,-156.89,0.10,
16-42-17.513,0.00,0.00,0.00,-2.89,83.88,-5.70,3.09,1.82,-2.50,3.41,-99.85,4.30,1.46,-7.45,-5.00,-22.41,86.64,0.70,-2.25,-69.50,-7.20,83.91,-156.57,0.50,
16-42-17.523,0.00,0.00,0.00,-2.39,85.17,-7.00,3.71,3.03,-2.80,3.44,-99.70,4.10,1.49,-7.33,-5.00,-22.29,86.21,0.90,-2.59,-70.46,-8.00,83.95,-156.17,0.80,
16-42-17.533,0.00,0.00,0.00,-1.91,86.39,-8.30,3.50,3.96,-3.00,3.41,-99.45,3.80,1.52,-7.25,-5.10,-22.13,85.69,1.10,-2.98,-71.58,-8.60,84.02,-155.77,1.20,
16-42-17.543,0.00,0.00,0.00,-1.48,87.63,-9.70,2.84,4.37,-3.30,3.33,-99.13,3.30,1.53,-7.11,-5.10,-21.93,85.08,1.20,-3.37,-72.73,-8.90,84.12,-155.35,1.40,
16-42-17.555,0.00,0.00,0.00,-1.14,88.85,-10.90,2.40,4.70,-3.50,3.17,-98.74,2.60,1.51,-6.98,-5.10,-21.70,84.41,1.30,-3.63,-73.84,-8.80,84.25,-154.99,1.60,
16-42-17.565,0.00,0.00,0.00,-0.91,89.99,-11.60,2.52,4.84,-3.50,2.95,-98.25,2.00,1.41,-6.85,-5.10,-21.47,83.69,1.30,-3.61,-74.80,-8.30,84.41,-154.69,1.70,
16-42-17.574,0.00,0.00,0.00,-0.77,91.00,-11.60,2.68,4.96,-3.50,2.69,-97.68,1.30,1.32,-6.77,-5.20,-21.23,82.93,1.40,-3.72,-75.49,-7.50,84.60,-154.31,2.00,
16-42-17.583,0.00,0.00,0.00,-0.76,91.74,-10.30,2.63,5.12,-3.60,2.42,-97.01,0.60,1.25,-6.70,-5.20,-20.94,82.10,1.50,-4.18,-76.08,-6.50,84.77,-153.63,2.60,
16-42-17.593,0.00,0.00,0.00,-0.92,92.00,-8.30,2.59,5.23,-3.60,2.14,-96.17,0.00,1.15,-6.64,-5.30,-20.63,81.18,1.70,-4.71,-76.59,-5.40,84.89,-152.73,3.40,
16-42-17.602,0.00,0.00,0.00,-1.14,91.89,-6.30,2.68,5.28,-3.50,1.86,-95.13,-0.40,1.12,-6.55,-5.40,-20.28,80.13,2.20,-5.21,-77.05,-4.70,85.01,-151.64,4.50,
16-42-17.615,0.00,0.00,0.00,-1.31,91.68,-4.90,2.89,5.27,-3.30,1.61,-93.80,-0.90,1.22,-6.42,-5.60,-19.88,78.98,2.80,-5.68,-77.43,-4.50,85.15,-150.22,5.90,
16-42-17.624,0.00,0.00,0.00,-1.33,91.51,-4.40,3.13,5.23,-3.20,1.41,-91.99,-1.30,1.39,-6.04,-5.90,-19.42,77.72,3.40,-6.13,-77.77,-4.40,85.30,-148.51,7.60,
16-42-17.632,0.00,0.00,0.00,-1.17,91.42,-4.60,3.39,5.20,-3.10,1.30,-89.85,-1.80,1.59,-5.62,-6.40,-18.87,76.34,4.10,-6.54,-78.12,-4.20,85.48,-146.48,9.70,
16-42-17.645,0.00,0.00,0.00,-0.88,91.59,-5.00,3.52,5.19,-3.00,1.28,-87.63,-2.20,1.64,-5.02,-6.90,-18.25,74.92,4.80,-6.92,-78.44,-3.90,85.70,-143.73,12.60,
16-42-17.654,0.00,0.00,0.00,-0.58,91.91,-5.30,3.53,5.18,-3.10,1.33,-85.37,-2.50,1.60,-4.22,-7.70,-17.56,73.51,5.40,-7.26,-78.73,-3.60,85.95,-140.13,16.40,
16-42-17.663,0.00,0.00,0.00,-0.30,92.32,-5.50,3.48,5.16,-3.10,1.37,-83.07,-2.80,1.34,-4.34,-8.80,-16.82,72.15,6.00,-7.49,-78.98,-3.40,86.16,-136.06,20.80,
16-42-17.671,0.00,0.00,0.00,-0.04,92.72,-5.40,3.39,5.11,-3.20,1.37,-80.84,-3.20,0.83,-5.99,-10.00,-16.03,70.84,6.50,-7.66,-79.16,-3.40,86.31,-132.10,25.10,
16-42-17.682,0.00,0.00,0.00,0.16,93.02,-5.20,3.27,5.03,-3.20,1.30,-78.69,-3.60,-0.18,-10.74,-10.80,-15.23,69.49,6.90,-7.82,-79.25,-3.50,86.40,-128.57,28.90,
16-42-17.694,0.00,0.00,0.00,0.29,93.21,-4.90,3.17,4.92,-3.30,1.17,-76.59,-4.10,-2.04,-18.40,-11.10,-14.42,68.07,7.30,-7.99,-79.29,-3.60,86.47,-125.46,32.30,
16-42-17.703,0.00,0.00,0.00,0.32,93.25,-4.70,3.07,4.79,-3.30,0.93,-74.65,-4.60,-3.23,-27.23,-10.80,-13.69,66.66,7.60,-8.19,-79.30,-3.60,86.53,-122.75,35.30,
16-42-17.711,0.00,0.00,0.00,0.26,93.08,-4.60,2.94,4.68,-3.40,0.62,-72.77,-5.20,-3.53,-36.72,-10.10,-13.07,65.23,7.70,-8.38,-79.32,-3.50,86.57,-119.69,38.60,
16-42-17.722,0.00,0.00,0.00,0.13,92.84,-4.40,2.76,4.58,-3.40,0.39,-70.79,-5.90,-3.20,-43.50,-9.80,-12.58,63.77,7.80,-8.54,-79.34,-3.40,86.58,-116.53,41.90,
16-42-17.734,0.00,0.00,0.00,-0.02,92.73,-4.20,2.52,4.50,-3.50,0.38,-68.76,-6.70,-2.24,-45.50,-10.10,-12.16,62.35,8.00,-8.63,-79.39,-3.30,86.53,-113.99,44.60,
16-42-17.744,0.00,0.00,0.00,-0.22,92.72,-4.20,2.17,4.42,-3.70,0.57,-66.79,-7.50,-0.97,-47.50,-10.30,-11.73,60.76,8.20,-8.65,-79.46,-3.30,86.45,-112.07,46.70,
16-42-17.754,0.00,0.00,0.00,-0.22,92.72,-4.20,1.76,4.41,-3.80,0.91,-64.80,-8.30,0.40,-49.01,-10.60,-11.19,59.08,8.60,-8.64,-79.53,-3.40,86.37,-110.65,48.30,
16-42-17.762,0.00,0.00,0.00,-0.52,92.79,-5.20,1.39,4.40,-3.90,1.38,-62.79,-9.00,1.80,-49.88,-10.60,-10.58,57.52,9.10,-8.60,-79.61,-3.60,86.28,-109.56,49.60,
16-42-17.773,0.00,0.00,0.00,-0.56,92.80,-5.80,1.16,4.40,-4.00,1.96,-60.78,-9.80,3.17,-50.38,-10.20,-9.90,56.12,9.60,-8.57,-79.70,-3.80,86.18,-108.52,50.80,
16-42-17.781,0.00,0.00,0.00,-0.50,92.81,-6.20,1.09,4.36,-4.00,2.57,-58.82,-10.50,4.45,-50.74,-9.60,-9.20,54.86,10.10,-8.57,-79.82,-4.10,86.08,-107.62,51.90,
16-42-17.794,0.00,0.00,0.00,-0.38,92.82,-6.60,1.09,4.36,-4.00,3.13,-56.95,-11.10,5.66,-51.07,-8.80,-8.54,53.75,10.50,-8.57,-79.97,-4.20,85.95,-107.57,52.30,
16-42-17.804,0.00,0.00,0.00,-0.24,92.89,-7.00,1.14,4.38,-3.90,3.61,-55.23,-11.60,6.78,-51.43,-8.10,-7.99,52.77,10.80,-8.55,-80.16,-4.30,85.81,-108.26,51.80,
16-42-17.814,0.00,0.00,0.00,-0.14,93.00,-7.30,1.14,4.38,-3.90,4.00,-53.65,-12.00,7.81,-51.87,-7.70,-7.61,51.90,10.90,-8.54,-80.35,-4.40,85.65,-109.17,51.20,
16-42-17.824,0.00,0.00,0.00,-0.11,93.11,-7.50,1.38,4.37,-3.80,4.28,-52.19,-12.30,8.71,-52.40,-7.60,-7.46,51.13,10.90,-8.53,-80.55,-4.60,85.49,-110.01,50.60,
16-42-17.833,0.00,0.00,0.00,-0.10,93.19,-7.60,1.48,4.41,-3.70,4.51,-50.83,-12.70,9.46,-53.00,-7.90,-7.50,50.46,10.70,-8.53,-80.76,-4.70,85.31,-111.01,49.80,
16-42-17.844,0.00,0.00,0.00,-0.11,93.24,-7.80,1.60,4.46,-3.70,4.70,-49.82,-13.00,9.98,-53.64,-8.70,-7.68,49.90,10.40,-8.54,-80.98,-4.90,85.13,-111.81,49.20,
16-42-17.852,0.00,0.00,0.00,-0.12,93.31,-8.00,1.72,4.51,-3.60,4.91,-48.87,-13.40,10.21,-54.27,-9.60,-7.89,49.42,10.00,-8.57,-81.20,-5.00,84.97,-112.27,48.90,
16-42-17.863,0.00,0.00,0.00,-0.14,93.40,-8.30,1.84,4.52,-3.60,5.16,-47.80,-13.80,10.08,-54.84,-10.40,-8.11,49.05,9.70,-8.60,-81.43,-5.00,84.83,-112.47,48.90,
16-42-17.874,0.00,0.00,0.00,-0.17,93.50,-8.70,1.93,4.56,-3.50,5.46,-47.06,-14.30,9.62,-55.32,-11.00,-8.31,48.79,9.30,-8.62,-81.63,-5.10,84.71,-112.40,49.00,
16-42-17.883,0.00,0.00,0.00,-0.19,93.58,-9.00,2.01,4.59,-3.50,5.72,-46.42,-14.80,8.91,-55.69,-11.50,-8.50,48.62,9.00,-8.63,-81.80,-5.20,84.63,-112.23,49.20,
16-42-17.894,0.00,0.00,0.00,-0.19,93.58,-9.00,2.07,4.63,-3.50,6.00,-45.90,-15.20,8.08,-55.97,-11.90,-8.70,48.50,8.60,-8.62,-81.94,-5.30,84.56,-111.98,49.50,
16-42-17.904,0.00,0.00,0.00,-0.19,93.58,-9.00,2.09,4.64,-3.50,6.35,-45.39,-15.70,7.20,-56.17,-12.30,-8.93,48.47,8.30,-8.60,-82.04,-5.40,84.51,-111.69,49.70,
16-42-17.912,0.00,0.00,0.00,-0.14,93.69,-10.00,2.11,4.69,-3.50,6.35,-45.39,-15.70,6.34,-56.33,-12.70,-9.17,48.49,8.00,-8.60,-82.15,-5.40,84.47,-111.06,50.20,
16-42-17.924,0.00,0.00,0.00,-0.11,93.71,-10.30,2.11,4.73,-3.50,6.94,-44.86,-16.60,5.56,-56.45,-13.10,-9.43,48.56,7.70,-8.60,-82.24,-5.40,84.45,-110.40,50.80,
16-42-17.934,0.00,0.00,0.00,-0.07,93.68,-10.50,2.11,4.77,-3.50,7.15,-44.79,-16.90,4.87,-56.51,-13.50,-9.66,48.66,7.40,-8.63,-82.31,-5.30,84.43,-109.82,51.20,
16-42-17.943,0.00,0.00,0.00,-0.03,93.66,-10.70,2.11,4.77,-3.50,7.25,-44.83,-17.10,4.29,-56.52,-13.80,-9.87,48.81,7.10,-8.65,-82.37,-5.20,84.40,-109.35,51.50,
16-42-17.955,0.00,0.00,0.00,0.00,93.64,-10.80,2.08,4.79,-3.50,7.23,-45.00,-17.20,3.82,-56.46,-14.10,-10.03,49.00,6.90,-8.67,-82.42,-5.10,84.38,-109.18,51.40,
16-42-17.965,0.00,0.00,0.00,0.01,93.65,-10.80,2.05,4.79,-3.50,7.10,-45.28,-17.10,3.47,-56.31,-14.30,-10.17,49.22,6.70,-8.68,-82.44,-5.00,84.37,-109.27,51.20,
16-42-17.974,0.00,0.00,0.00,-0.01,93.65,-10.60,2.03,4.79,-3.50,6.91,-45.63,-17.10,3.22,-56.07,-14.50,-10.29,49.49,6.60,-8.70,-82.45,-4.90,84.35,-109.58,50.70,
16-42-17.983,0.00,0.00,0.00,-0.02,93.68,-10.40,2.01,4.76,-3.50,6.71,-46.08,-17.00,3.06,-55.73,-14.50,-10.42,49.81,6.50,-8.71,-82.44,-4.80,84.33,-110.08,50.00,
16-42-17.991,0.00,0.00,0.00,-0.04,93.73,-10.20,2.00,4.74,-3.50,6.50,-46.66,-16.90,3.02,-55.30,-14.50,-10.55,50.19,6.30,-8.72,-82.42,-4.70,84.30,-110.64,49.30,
16-42-18.004,0.00,0.00,0.00,-0.03,93.79,-10.00,1.99,4.70,-3.50,6.24,-47.36,-16.80,3.06,-54.78,-14.50,-10.69,50.63,6.30,-8.74,-82.37,-4.60,84.29,-111.25,48.40,
16-42-18.013,0.00,0.00,0.00,0.00,93.82,-9.80,1.99,4.66,-3.50,5.90,-48.18,-16.70,3.17,-54.20,-14.50,-10.82,51.11,6.20,-8.76,-82.31,-4.60,84.28,-111.90,47.60,
16-42-18.023,0.00,0.00,0.00,0.04,93.86,-9.70,2.00,4.58,-3.50,5.48,-49.12,-16.40,3.33,-53.59,-14.40,-10.94,51.67,6.10,-8.79,-82.23,-4.50,84.28,-112.59,46.70,
16-42-18.032,0.00,0.00,0.00,0.11,93.88,-9.70,2.01,4.55,-3.50,4.97,-50.16,-16.10,3.55,-52.96,-14.40,-11.07,52.32,6.10,-8.81,-82.14,-4.60,84.29,-113.44,45.60,
