Time,P0, R0, Y0,P1, R1, Y1,P2, R2, Y2,P3, R3, Y3,P4, R4, Y4,P5, R5, Y5,P6, R6, Y6,P7, R7, Y7,
16-26-13.995,0.00,0.00,0.00,-7.37,66.45,14.20,0.55,-29.22,3.20,6.76,-114.71,7.30,2.81,1.40,-17.20,-21.01,72.50,5.50,-12.88,-109.72,-4.40,82.31,-156.72,-176.80,
16-26-14.007,0.00,0.00,0.00,-7.32,66.88,14.90,0.73,-25.98,4.00,6.86,-114.80,7.60,2.93,2.12,-17.60,-20.44,70.72,6.20,-12.34,-109.86,-3.60,81.87,-155.68,-176.00,
16-26-14.017,0.00,0.00,0.00,-7.10,67.43,15.70,1.20,-23.75,4.60,6.96,-114.78,7.90,3.11,2.81,-18.00,-19.80,68.86,6.90,-10.53,-109.22,-1.80,81.52,-154.42,-175.00,
16-26-14.027,0.00,0.00,0.00,-6.75,68.01,16.50,1.47,-20.67,5.30,7.04,-114.62,8.30,3.29,3.73,-18.30,-19.02,66.95,7.80,-8.96,-107.55,0.00,81.22,-153.17,-174.00,
16-26-14.037,0.00,0.00,0.00,-6.32,68.51,17.20,1.44,-17.78,5.80,7.11,-114.28,8.70,3.39,4.84,-18.70,-18.09,65.00,8.90,-8.14,-105.78,1.30,80.95,-152.16,-173.10,
16-26-14.046,0.00,0.00,0.00,-5.77,68.84,18.00,1.20,-15.09,6.10,7.14,-113.71,9.20,3.28,6.29,-19.20,-17.03,63.07,10.10,-7.75,-104.17,2.20,80.80,-151.47,-172.30,
16-26-14.055,0.00,0.00,0.00,-5.19,68.77,19.30,1.21,-12.35,6.40,7.12,-112.90,9.80,3.07,7.91,-19.60,-15.84,61.09,11.50,-7.44,-102.41,2.90,80.71,-151.02,-171.70,
16-26-14.067,0.00,0.00,0.00,-4.74,68.49,21.20,1.79,-9.72,6.60,7.13,-111.72,10.60,2.73,7.79,-19.60,-14.63,59.01,12.90,-7.44,-102.41,2.90,80.60,-150.72,-171.20,
16-26-14.076,0.00,0.00,0.00,-4.50,68.35,22.80,2.56,-7.58,6.60,7.30,-110.13,11.70,2.40,5.20,-19.60,-13.34,56.90,14.30,-7.46,-98.60,3.10,80.51,-150.65,-170.80,
16-26-14.084,0.00,0.00,0.00,-4.60,68.45,23.10,3.22,-6.28,6.60,7.49,-108.37,12.60,2.20,0.39,-19.60,-11.97,54.84,15.60,-7.77,-96.93,3.10,80.43,-150.80,-170.50,
16-26-14.095,0.00,0.00,0.00,-5.05,68.84,21.60,3.60,-5.44,6.60,7.50,-106.74,13.10,2.50,-6.02,-20.20,-10.58,52.97,16.50,-7.78,-95.50,3.40,80.35,-151.05,-170.40,
16-26-14.106,0.00,0.00,0.00,-5.85,69.37,19.20,3.80,-5.07,6.50,7.34,-105.29,13.40,2.85,-14.40,-21.10,-9.21,51.24,17.30,-7.54,-94.29,3.90,80.29,-151.11,-170.10,
16-26-14.115,0.00,0.00,0.00,-6.55,69.94,17.70,3.92,-4.90,6.50,7.10,-103.96,13.70,3.24,-25.25,-22.10,-8.11,49.76,17.90,-7.14,-93.31,4.40,80.26,-151.03,-169.80,
16-26-14.126,0.00,0.00,0.00,-6.76,70.68,18.10,4.06,-4.79,6.50,6.77,-102.56,14.30,3.64,-38.64,-22.40,-7.33,48.56,18.10,-6.65,-92.35,4.80,80.26,-150.89,-169.40,
16-26-14.136,0.00,0.00,0.00,-6.66,71.52,19.30,4.20,-4.74,6.50,6.39,-101.07,15.00,4.62,-52.91,-22.00,-6.67,47.48,18.20,-6.13,-91.40,4.90,80.30,-150.75,-169.00,
16-26-14.143,0.00,0.00,0.00,-6.46,72.50,20.30,4.30,-4.72,6.50,5.90,-99.60,15.70,6.12,-64.66,-21.90,-5.90,46.36,18.30,-5.68,-90.51,4.80,80.37,-150.60,-168.50,
16-26-14.157,0.00,0.00,0.00,-6.37,73.55,20.50,4.37,-4.72,6.50,5.27,-98.24,15.80,6.99,-68.82,-21.50,-5.23,45.45,18.50,-5.34,-89.74,4.40,80.45,-150.46,-168.10,
16-26-14.166,0.00,0.00,0.00,-6.38,74.54,20.00,4.44,-4.72,6.50,4.53,-96.93,15.40,7.72,-67.87,-20.90,-4.91,44.74,18.70,-5.14,-89.03,3.90,80.52,-150.37,-167.70,
16-26-14.175,0.00,0.00,0.00,-6.34,75.54,19.20,4.52,-4.73,6.60,3.73,-95.49,14.50,8.38,-66.33,-20.20,-4.77,44.25,18.90,-5.13,-88.32,3.20,80.59,-150.25,-167.40,
16-26-14.187,0.00,0.00,0.00,-6.11,76.52,18.50,4.59,-4.78,6.70,3.73,-95.49,14.50,8.84,-64.29,-19.70,-4.82,44.31,19.10,-5.28,-87.59,2.50,80.64,-150.24,-167.20,
16-26-14.195,0.00,0.00,0.00,-5.75,77.44,18.00,4.65,-4.85,6.70,2.44,-92.17,12.00,9.26,-62.00,-19.60,-5.07,44.83,19.10,-5.55,-86.87,2.00,80.72,-150.19,-166.90,
16-26-14.207,0.00,0.00,0.00,-5.35,78.33,17.70,4.68,-4.89,6.80,2.00,-90.50,11.10,9.67,-59.66,-19.60,-5.48,45.63,18.90,-5.84,-86.16,1.90,80.82,-150.14,-166.80,
16-26-14.216,0.00,0.00,0.00,-5.00,79.21,17.50,4.67,-4.90,6.80,1.60,-88.89,10.40,9.98,-57.21,-19.50,-5.98,46.63,18.70,-6.12,-85.51,2.00,80.95,-150.01,-166.50,
16-26-14.225,0.00,0.00,0.00,-4.69,80.14,17.30,4.64,-4.92,6.80,1.20,-87.28,9.90,10.15,-54.57,-19.30,-6.51,47.79,18.40,-6.35,-84.93,2.40,81.05,-149.98,-166.40,
16-26-14.236,0.00,0.00,0.00,-4.43,81.13,17.10,4.60,-4.95,6.80,0.82,-85.68,9.40,10.16,-51.82,-18.80,-7.04,49.07,18.10,-6.53,-84.43,2.80,81.13,-149.98,-166.30,
16-26-14.247,0.00,0.00,0.00,-4.23,82.14,16.80,4.56,-4.97,6.80,0.48,-84.20,8.80,10.00,-48.86,-18.20,-7.64,50.51,17.70,-6.67,-83.94,3.00,81.20,-150.02,-166.20,
16-26-14.257,0.00,0.00,0.00,-4.03,83.19,16.30,4.49,-4.97,6.80,0.21,-82.80,8.20,9.72,-45.55,-17.70,-8.35,52.12,17.40,-6.74,-83.45,2.90,81.27,-150.13,-166.20,
16-26-14.267,0.00,0.00,0.00,-3.81,84.26,15.60,4.37,-5.02,6.80,0.03,-81.44,7.40,9.41,-41.96,-17.30,-9.19,53.96,16.90,-6.75,-82.94,2.50,81.34,-150.26,-166.10,
16-26-14.277,0.00,0.00,0.00,-3.58,85.32,14.80,4.21,-5.11,6.80,-0.06,-80.15,6.70,9.09,-38.27,-17.10,-10.10,56.07,16.40,-6.75,-82.43,1.90,81.42,-150.42,-166.10,
16-26-14.287,0.00,0.00,0.00,-3.36,86.41,13.80,4.01,-5.31,6.80,-0.12,-78.92,6.10,8.71,-34.55,-17.00,-11.05,58.50,15.70,-6.78,-81.89,1.30,81.53,-150.55,-166.10,
16-26-14.297,0.00,0.00,0.00,-3.13,87.51,12.80,3.72,-5.51,6.80,-0.18,-77.68,5.40,8.23,-30.90,-16.90,-11.98,61.20,15.00,-6.83,-81.31,0.80,81.65,-150.62,-166.00,
16-26-14.306,0.00,0.00,0.00,-2.87,88.59,11.70,3.38,-5.78,6.80,-0.18,-76.54,4.70,7.57,-27.33,-16.80,-12.87,64.17,14.10,-6.91,-80.74,0.70,81.77,-150.62,-165.90,
16-26-14.317,0.00,0.00,0.00,-2.59,89.57,10.80,3.13,-5.97,6.80,-0.13,-75.50,3.90,6.79,-23.90,-16.70,-13.70,67.36,13.20,-7.02,-80.21,0.80,81.90,-150.60,-165.90,
16-26-14.327,0.00,0.00,0.00,-2.30,90.44,9.90,2.95,-6.07,6.70,-0.06,-74.58,3.20,5.94,-20.53,-16.60,-14.49,70.72,12.20,-7.12,-79.69,0.90,82.02,-150.59,-165.80,
16-26-14.336,0.00,0.00,0.00,-1.98,91.23,9.10,2.75,-6.09,6.70,0.03,-73.76,2.60,5.08,-17.13,-16.50,-15.21,74.24,11.30,-7.18,-79.20,0.90,82.14,-150.59,-165.80,
16-26-14.346,0.00,0.00,0.00,-1.65,91.96,8.40,2.52,-6.13,6.70,0.14,-73.06,2.00,4.28,-13.72,-16.40,-15.87,77.90,10.30,-7.21,-78.71,0.90,82.27,-150.67,-165.90,
16-26-14.358,0.00,0.00,0.00,-1.33,92.67,7.70,2.30,-6.18,6.60,0.24,-72.49,1.40,3.58,-10.44,-16.10,-16.46,81.72,9.40,-7.22,-78.22,0.70,82.40,-150.85,-166.00,
16-26-14.367,0.00,0.00,0.00,-1.03,93.39,7.20,2.09,-6.26,6.60,0.34,-72.07,0.90,2.97,-7.39,-15.70,-16.97,85.66,8.50,-7.23,-77.70,0.60,82.52,-151.13,-166.30,
16-26-14.376,0.00,0.00,0.00,-0.71,94.10,6.80,1.89,-6.27,6.60,0.42,-71.78,0.50,2.46,-4.61,-15.20,-17.38,89.68,7.60,-7.24,-77.16,0.50,82.62,-151.50,-166.60,
16-26-14.385,0.00,0.00,0.00,-0.42,94.82,6.60,1.72,-6.38,6.50,0.46,-71.61,0.10,2.01,-2.18,-14.70,-17.67,93.80,6.70,-7.25,-76.61,0.40,82.72,-151.90,-166.90,
16-26-14.396,0.00,0.00,0.00,-0.17,95.55,6.70,1.59,-6.50,6.50,0.43,-71.59,0.00,1.57,-0.09,-14.20,-17.85,98.02,5.70,-7.27,-76.03,0.40,82.81,-152.36,-167.30,
16-26-14.407,0.00,0.00,0.00,0.05,96.29,6.90,1.47,-6.70,6.40,0.37,-71.69,-0.20,1.03,1.62,-13.80,-17.91,102.33,4.70,-7.29,-75.45,0.40,82.90,-152.91,-167.80,
16-26-14.416,0.00,0.00,0.00,0.28,97.07,7.20,1.36,-6.91,6.40,0.30,-71.91,-0.40,0.26,2.95,-13.60,-17.88,106.61,3.60,-7.32,-74.88,0.40,82.98,-153.49,-168.30,
16-26-14.425,0.00,0.00,0.00,0.52,97.88,7.40,1.28,-7.17,6.40,0.18,-72.26,-0.60,-0.87,3.91,-13.60,-17.80,110.76,2.70,-7.35,-74.33,0.30,83.09,-154.18,-168.90,
16-26-14.436,0.00,0.00,0.00,0.81,98.71,7.50,1.24,-7.48,6.30,0.00,-72.70,-0.70,-2.37,4.64,-13.90,-17.72,114.71,1.90,-7.37,-73.78,0.20,83.25,-154.96,-169.50,
16-26-14.446,0.00,0.00,0.00,1.14,99.52,7.50,1.24,-7.86,6.30,-0.24,-73.22,-0.60,-4.00,5.61,-14.30,-17.68,118.30,1.10,-7.35,-73.22,0.00,83.40,-155.93,-170.40,
16-26-14.456,0.00,0.00,0.00,1.48,100.32,7.30,1.28,-8.13,6.30,-0.53,-73.84,-0.60,-5.45,7.39,-14.90,-17.68,121.41,0.10,-7.31,-72.60,-0.30,83.49,-157.16,-171.60,
16-26-14.465,0.00,0.00,0.00,1.82,101.10,7.10,1.34,-8.64,6.20,-0.73,-74.57,-0.60,-6.53,10.41,-15.70,-17.65,123.98,-1.10,-7.23,-71.90,-0.60,83.55,-158.71,-173.00,
16-26-14.477,0.00,0.00,0.00,2.15,101.80,6.90,1.43,-9.20,6.20,-0.82,-75.21,-0.70,-7.25,14.44,-16.60,-17.49,125.95,-2.50,-7.13,-71.10,-0.80,83.60,-160.39,-174.60,
16-26-14.486,0.00,0.00,0.00,2.46,102.32,6.60,1.57,-9.80,6.10,-0.88,-75.33,-0.50,-7.50,18.86,-17.60,-17.24,127.33,-3.80,-6.98,-70.19,-0.90,83.61,-162.04,-176.40,
16-26-14.495,0.00,0.00,0.00,2.78,102.68,6.20,1.80,-10.39,6.10,-0.93,-74.88,-0.10,-7.18,23.09,-18.50,-17.08,128.13,-5.00,-6.78,-69.17,-1.00,83.58,-163.49,-178.10,
16-26-14.506,0.00,0.00,0.00,3.09,102.92,5.70,2.07,-11.05,6.00,-0.84,-74.34,-0.20,-6.38,26.79,-19.10,-17.00,128.48,-5.80,-6.54,-68.05,-1.10,83.55,-164.94,-179.90,
16-26-14.516,0.00,0.00,0.00,3.40,103.10,5.10,2.43,-11.73,5.90,-0.59,-74.01,-0.90,-5.92,29.88,-19.60,-16.85,128.32,-6.20,-6.23,-66.83,-1.20,83.48,-166.18,178.50,
16-26-14.525,0.00,0.00,0.00,3.64,103.19,4.50,2.88,-12.54,5.70,-0.31,-73.91,-1.90,-4.77,30.66,-19.40,-16.93,127.65,-6.30,-5.85,-65.53,-1.20,83.36,-167.20,177.40,
16-26-14.537,0.00,0.00,0.00,3.81,103.25,3.90,3.39,-13.73,5.50,-0.12,-73.92,-3.20,-2.79,28.05,-18.80,-17.05,126.38,-6.10,-5.39,-64.15,-1.30,83.20,-167.99,176.60,
16-26-14.547,0.00,0.00,0.00,3.87,103.29,3.50,3.89,-15.04,5.40,-0.09,-73.95,-4.30,-1.26,24.66,-18.40,-16.87,125.10,-5.70,-4.81,-62.71,-1.40,83.02,-168.66,175.90,
16-26-14.556,0.00,0.00,0.00,3.86,103.33,3.20,4.31,-16.36,5.10,-0.20,-74.07,-5.00,-0.78,18.92,-18.60,-16.20,124.71,-5.50,-4.10,-61.18,-1.60,82.85,-169.37,175.20,
16-26-14.565,0.00,0.00,0.00,3.79,103.29,2.90,4.72,-17.82,4.80,-0.31,-74.37,-5.40,-1.16,14.07,-19.20,-15.57,124.00,-5.30,-3.33,-59.61,-1.80,82.69,-170.16,174.50,
16-26-14.577,0.00,0.00,0.00,3.67,103.21,2.60,4.98,-19.66,4.40,-0.25,-74.76,-5.70,-1.38,11.39,-19.80,-15.21,121.99,-5.30,-2.54,-58.02,-2.00,82.53,-171.01,173.60,
16-26-14.586,0.00,0.00,0.00,3.47,103.09,2.40,5.26,-21.45,3.80,-0.06,-75.08,-5.70,-1.49,8.09,-19.80,-15.09,119.80,-5.50,-1.78,-56.37,-2.10,82.37,-171.73,172.80,
16-26-14.595,0.00,0.00,0.00,3.20,102.88,2.20,5.69,-23.17,3.10,0.15,-75.20,-5.40,-1.49,8.09,-19.80,-15.21,117.82,-5.70,-0.99,-54.67,-2.30,82.22,-172.31,172.00,
16-26-14.607,0.00,0.00,0.00,2.91,102.46,2.00,6.08,-25.15,2.40,0.34,-75.09,-4.90,-1.35,1.81,-19.20,-15.59,115.85,-6.00,-0.11,-52.93,-2.50,82.15,-172.95,171.10,
16-26-14.616,0.00,0.00,0.00,2.57,101.77,1.50,6.24,-26.60,1.80,0.34,-75.09,-4.90,-1.24,1.25,-19.00,-16.24,113.81,-6.10,0.94,-51.17,-3.00,82.12,-173.56,170.20,
16-26-14.627,0.00,0.00,0.00,2.22,100.79,0.70,6.27,-26.59,1.60,1.12,-74.52,-6.00,-0.75,0.33,-18.80,-17.02,111.95,-6.10,2.20,-49.40,-3.70,82.05,-173.73,169.80,
16-26-14.637,0.00,0.00,0.00,1.92,99.59,-0.10,6.44,-24.51,1.50,1.81,-74.29,-7.90,0.01,-0.83,-18.50,-17.79,110.43,-6.00,3.62,-47.63,-4.50,81.96,-173.44,169.90,
16-26-14.646,0.00,0.00,0.00,1.67,98.25,-1.00,6.96,-20.09,1.50,2.43,-74.13,-9.30,0.69,-1.29,-18.30,-18.29,109.03,-6.30,5.12,-45.86,-5.50,81.86,-173.13,170.40,
16-26-14.657,0.00,0.00,0.00,1.43,96.89,-1.80,7.61,-13.85,1.80,2.48,-74.34,-9.30,1.22,-1.62,-18.10,-18.43,107.79,-7.10,6.71,-44.10,-6.60,81.76,-172.98,171.00,
16-26-14.666,0.00,0.00,0.00,1.21,95.47,-2.60,8.24,-5.76,2.30,1.87,-74.80,-8.40,1.59,-1.83,-18.00,-18.39,106.77,-8.30,8.37,-42.43,-7.60,81.67,-173.01,171.40,
16-26-14.676,0.00,0.00,0.00,0.99,93.95,-3.60,8.88,4.10,2.80,1.08,-75.67,-7.60,1.83,-1.86,-17.90,-18.32,105.91,-9.10,10.10,-40.92,-8.50,81.65,-173.19,171.40,
16-26-14.685,0.00,0.00,0.00,0.75,92.44,-4.80,9.15,16.23,3.10,0.56,-77.03,-7.80,1.95,-1.84,-17.80,-18.27,105.16,-9.50,11.92,-39.63,-9.50,81.70,-173.43,171.00,
16-26-14.694,0.00,0.00,0.00,0.43,91.00,-6.20,8.58,32.00,2.60,0.28,-78.53,-7.90,2.05,-1.84,-17.80,-18.25,104.48,-9.40,13.67,-38.66,-10.60,81.80,-173.39,170.60,
16-26-14.706,0.00,0.00,0.00,0.00,89.60,-7.60,7.04,50.50,0.30,0.18,-80.08,-7.70,2.14,-1.84,-17.80,-18.30,103.85,-8.80,15.19,-37.96,-11.60,81.84,-172.91,170.50,
16-26-14.714,0.00,0.00,0.00,-0.58,88.28,-8.80,6.76,60.17,-2.40,0.23,-81.35,-7.20,2.21,-1.84,-17.90,-18.43,103.32,-8.00,16.47,-37.22,-12.40,81.87,-172.05,170.70,
16-26-14.725,0.00,0.00,0.00,-1.24,87.05,-9.60,8.09,58.96,-4.70,0.44,-82.38,-6.90,2.28,-1.84,-17.90,-18.62,102.89,-7.20,17.54,-36.33,-12.80,81.93,-171.16,171.00,
16-26-14.737,0.00,0.00,0.00,-1.97,85.88,-10.00,9.28,57.02,-6.40,0.72,-83.38,-6.70,2.35,-1.82,-18.00,-18.86,102.52,-6.50,18.43,-35.59,-13.40,82.03,-170.33,171.40,
16-26-14.747,0.00,0.00,0.00,-2.70,84.69,-10.10,10.38,54.57,-7.20,0.93,-84.33,-6.80,2.41,-1.79,-18.00,-19.16,102.15,-6.30,19.03,-35.10,-14.10,82.12,-169.49,171.80,
16-26-14.757,0.00,0.00,0.00,-3.48,83.41,-9.60,11.50,51.63,-7.20,1.01,-85.31,-6.90,2.45,-1.73,-18.10,-19.49,101.74,-6.40,19.28,-34.88,-14.90,82.21,-168.75,172.10,
16-26-14.767,0.00,0.00,0.00,-4.27,82.00,-8.80,12.40,48.90,-7.10,1.03,-86.35,-7.10,2.48,-1.64,-18.10,-19.79,101.34,-6.70,19.17,-35.18,-15.70,82.30,-168.23,172.20,
16-26-14.777,0.00,0.00,0.00,-5.02,80.51,-7.90,13.01,46.35,-6.90,1.06,-87.40,-7.40,2.47,-1.53,-18.10,-20.09,100.99,-7.00,18.79,-35.97,-16.40,82.43,-167.88,172.20,
16-26-14.787,0.00,0.00,0.00,-5.73,79.11,-7.10,13.15,43.96,-7.00,1.10,-88.39,-7.60,2.41,-1.41,-18.10,-20.38,100.71,-7.10,18.25,-37.06,-17.00,82.58,-167.56,172.20,
16-26-14.796,0.00,0.00,0.00,-6.45,77.73,-6.40,12.77,41.62,-7.20,1.14,-89.35,-7.70,2.36,-1.28,-18.20,-20.63,100.42,-6.90,17.54,-38.32,-17.40,82.70,-167.28,172.10,
16-26-14.807,0.00,0.00,0.00,-7.16,76.41,-5.50,11.91,39.41,-7.30,1.22,-90.36,-7.40,2.30,-1.17,-18.20,-20.84,100.08,-6.50,16.66,-39.70,-17.50,82.80,-166.93,172.00,
16-26-14.817,0.00,0.00,0.00,-7.84,75.10,-4.50,10.70,37.30,-7.00,1.30,-91.45,-6.80,2.20,-1.07,-18.20,-20.98,99.70,-5.90,15.53,-41.13,-17.40,82.88,-166.49,172.10,
16-26-14.827,0.00,0.00,0.00,-8.47,73.85,-3.40,9.37,35.14,-6.20,1.41,-92.60,-6.00,2.09,-0.98,-18.20,-21.09,99.32,-5.20,14.18,-42.65,-17.00,82.93,-166.02,172.20,
16-26-14.836,0.00,0.00,0.00,-9.05,72.65,-2.30,8.05,32.72,-4.90,1.53,-93.77,-5.00,1.97,-0.91,-18.20,-21.20,98.97,-4.50,12.60,-44.25,-16.40,82.96,-165.44,172.40,
16-26-14.847,0.00,0.00,0.00,-9.55,71.52,-1.20,6.80,29.87,-3.10,1.68,-94.94,-3.90,1.85,-0.84,-18.20,-21.34,98.67,-4.10,10.88,-45.96,-15.60,82.98,-164.85,172.60,
16-26-14.857,0.00,0.00,0.00,-9.96,70.45,-0.10,5.64,26.64,-1.20,1.84,-96.10,-2.80,1.74,-0.77,-18.20,-21.52,98.41,-3.80,9.06,-47.88,-14.60,82.99,-164.34,172.80,
16-26-14.865,0.00,0.00,0.00,-10.31,69.48,0.90,4.65,23.15,0.60,2.03,-97.24,-1.80,1.63,-0.71,-18.10,-21.73,98.12,-3.80,7.24,-50.04,-13.50,82.98,-163.95,172.90,
16-26-14.877,0.00,0.00,0.00,-10.56,68.61,1.90,3.87,19.53,2.20,2.25,-98.29,-1.00,1.53,-0.65,-18.10,-21.94,97.78,-4.00,5.46,-52.46,-12.40,83.00,-163.61,173.00,
16-26-14.887,0.00,0.00,0.00,-10.70,67.81,3.00,3.25,15.99,3.60,2.47,-99.25,-0.30,1.45,-0.60,-18.10,-22.10,97.43,-4.10,3.76,-55.11,-11.20,83.04,-163.32,173.00,
16-26-14.894,0.00,0.00,0.00,-10.74,67.02,4.20,2.76,12.63,4.50,2.71,-100.13,0.10,1.39,-0.56,-18.10,-22.24,97.06,-4.20,2.16,-57.97,-10.00,83.10,-163.11,172.90,
16-26-14.907,0.00,0.00,0.00,-10.66,66.23,5.40,2.46,9.39,5.30,2.92,-100.98,0.30,1.37,-0.47,-18.00,-22.35,96.66,-4.10,0.71,-61.00,-8.80,83.16,-163.06,172.80,
16-26-14.916,0.00,0.00,0.00,-10.50,65.49,6.70,2.55,6.35,5.90,3.10,-101.82,0.40,1.32,-0.48,-18.00,-22.45,96.21,-4.00,-0.52,-64.14,-7.80,83.22,-163.05,172.60,
16-26-14.925,0.00,0.00,0.00,-10.28,64.86,7.90,2.42,3.20,6.30,3.27,-102.65,0.60,1.25,-0.45,-18.00,-22.57,95.74,-3.90,-1.58,-67.37,-6.80,83.28,-163.06,172.50,
16-26-14.937,0.00,0.00,0.00,-10.05,64.33,9.00,2.16,0.16,6.40,3.46,-103.49,0.90,1.21,-0.45,-17.90,-22.66,95.27,-3.80,-2.43,-70.72,-5.90,83.35,-163.03,172.50,
16-26-14.945,0.00,0.00,0.00,-9.82,63.97,10.00,1.91,-2.69,6.50,3.64,-104.33,1.10,1.16,-0.44,-17.90,-22.78,94.76,-3.70,-3.16,-74.24,-5.20,83.41,-162.96,172.50,
16-26-14.958,0.00,0.00,0.00,-9.60,63.80,10.70,1.67,-5.33,6.50,3.80,-105.16,1.40,1.12,-0.44,-17.90,-22.91,94.25,-3.60,-3.83,-77.89,-4.60,83.47,-162.78,172.70,
16-26-14.966,0.00,0.00,0.00,-9.39,63.80,11.20,1.31,-7.75,6.60,3.96,-105.95,1.50,1.07,-0.44,-17.80,-23.02,93.70,-3.40,-4.44,-81.64,-4.20,83.52,-162.53,172.90,
16-26-14.976,0.00,0.00,0.00,-9.19,63.94,11.50,0.72,-9.99,6.60,4.12,-106.73,1.70,1.03,-0.44,-17.80,-23.12,93.12,-3.20,-5.03,-85.52,-3.80,83.56,-162.13,173.40,
16-26-14.985,0.00,0.00,0.00,-9.00,64.27,11.70,-0.04,-12.16,6.70,4.31,-107.50,1.90,1.00,-0.43,-17.80,-23.21,92.47,-2.80,-5.60,-89.49,-3.50,83.57,-161.62,173.90,
16-26-14.997,0.00,0.00,0.00,-8.82,64.77,11.60,-0.79,-14.56,6.80,4.49,-108.24,2.10,0.96,-0.45,-17.80,-23.27,91.74,-2.30,-6.22,-93.46,-3.30,83.55,-160.92,174.60,
16-26-15.006,0.00,0.00,0.00,-8.66,65.44,11.30,-1.36,-17.33,6.90,4.68,-108.95,2.30,0.93,-0.47,-17.70,-23.32,90.93,-1.80,-6.96,-97.33,-3.30,83.52,-160.07,175.40,
16-26-15.015,0.00,0.00,0.00,-8.54,66.28,10.80,-1.62,-20.41,6.70,4.80,-109.67,2.50,0.90,-0.49,-17.70,-23.33,90.02,-1.20,-7.84,-100.96,-3.30,83.53,-159.06,176.50,
16-26-15.027,0.00,0.00,0.00,-8.36,67.25,10.10,-1.72,-23.73,6.50,4.90,-110.34,2.60,0.89,-0.51,-17.60,-23.31,89.01,-0.60,-8.78,-104.31,-3.00,83.53,-157.98,177.60,
16-26-15.035,0.00,0.00,0.00,-8.04,68.23,9.70,-1.86,-27.20,6.20,5.01,-110.97,2.90,0.89,-0.51,-17.60,-23.27,87.92,0.00,-9.62,-107.29,-2.30,83.53,-156.71,178.90,
16-26-15.046,0.00,0.00,0.00,-7.55,69.21,9.50,-2.31,-30.46,5.90,5.16,-111.51,3.20,0.92,-0.46,-17.60,-23.20,86.77,0.50,-10.37,-109.82,-1.50,83.54,-155.41,-179.60,
16-26-15.056,0.00,0.00,0.00,-7.08,70.01,9.60,-3.37,-33.24,6.00,5.36,-111.99,3.60,0.97,-0.39,-17.50,-23.08,85.51,1.10,-11.18,-111.86,-1.00,83.56,-154.10,-178.30,
16-26-15.067,0.00,0.00,0.00,-6.77,70.08,10.20,-5.09,-35.41,6.40,5.61,-112.38,4.20,1.06,-0.28,-17.50,-22.93,84.17,1.70,-12.17,-113.36,-1.10,83.56,-153.06,-177.10,
16-26-15.077,0.00,0.00,0.00,-6.66,69.35,11.10,-6.82,-36.87,6.90,5.88,-112.70,4.90,1.15,-0.17,-17.50,-22.74,82.77,2.20,-13.23,-114.23,-2.00,83.53,-152.34,-176.10,
16-26-15.085,0.00,0.00,0.00,-6.67,68.51,12.10,-7.85,-37.91,7.00,6.11,-112.94,5.40,1.29,-0.09,-17.60,-22.51,81.32,2.70,-14.06,-114.42,-3.20,83.46,-151.90,-175.50,
16-26-15.095,0.00,0.00,0.00,-6.78,68.01,12.70,-7.07,-38.52,6.20,6.31,-113.15,5.90,1.48,-0.03,-17.60,-22.22,79.79,3.20,-14.37,-113.95,-4.20,83.38,-151.56,-175.00,
16-26-15.105,0.00,0.00,0.00,-6.97,67.80,13.10,-5.51,-35.48,4.70,6.44,-113.33,6.20,1.71,0.08,-17.70,-21.88,78.19,3.70,-14.29,-112.89,-5.00,83.26,-151.18,-174.50,
16-26-15.116,0.00,0.00,0.00,-7.20,67.83,13.30,-3.26,-31.50,3.10,6.51,-113.46,6.50,2.03,0.51,-17.90,-21.48,76.53,4.30,-14.11,-111.22,-5.60,83.06,-150.81,-174.00,
16-26-15.125,0.00,0.00,0.00,-7.42,68.07,13.30,-1.32,-25.73,2.70,6.53,-113.55,6.60,2.39,1.31,-18.10,-21.03,74.84,4.80,-14.16,-109.62,-6.00,82.80,-150.59,-173.70,
16-26-15.133,0.00,0.00,0.00,-7.57,68.50,13.40,-0.68,-21.85,3.40,6.55,-113.60,6.70,2.69,2.31,-18.40,-20.51,73.10,5.40,-14.29,-109.15,-5.70,82.50,-150.35,-173.50,
16-26-15.146,0.00,0.00,0.00,-7.57,69.09,13.80,-0.29,-20.21,3.90,6.60,-113.60,6.80,2.93,3.06,-18.80,-19.92,71.31,6.00,-13.02,-109.06,-3.80,82.20,-149.90,-173.20,
16-26-15.155,0.00,0.00,0.00,-7.37,69.75,14.40,0.27,-17.37,4.70,6.65,-113.50,7.00,3.11,3.73,-19.20,-19.22,69.44,6.70,-11.08,-107.99,-1.60,81.91,-149.22,-172.70,
16-26-15.166,0.00,0.00,0.00,-7.03,70.37,15.20,0.35,-14.53,5.30,6.75,-113.24,7.30,3.20,4.47,-19.60,-18.37,67.54,7.70,-9.80,-106.47,0.00,81.64,-148.52,-172.10,
16-26-15.175,0.00,0.00,0.00,-6.54,70.75,16.10,0.43,-12.21,5.70,6.86,-112.77,7.70,3.14,5.56,-20.10,-17.38,65.62,8.80,-9.12,-104.96,1.30,81.44,-147.93,-171.60,
16-26-15.187,0.00,0.00,0.00,-6.00,70.72,17.20,0.55,-9.74,5.80,6.93,-112.05,8.30,2.93,6.93,-20.70,-16.28,63.68,10.00,-8.72,-103.37,2.10,81.33,-147.56,-171.30,
